,content
1420,왜 항공사는 당신을 고통스럽게 만들고 싶어하는가 
1421,대한항공 국제선 여객기내에서 50대 여성이 3시간 동안 남편을 상대로 고성을 지르고 접시를 던지는 등 난동을 부렸지만 항공사 대응은 소극적이었습니다. http://bit.ly/1CNh0hN 
1422,"[대한항공 지난달 국제선 여객 1.2%감소] 국적 항공사 7곳 중 유일하게 감소해 아시아나항공은 국제선 여객이 8.8%증가했고, 저비용항공사들은 두자릿수 증가율을 기록. http://twr.kr/juu2 "
1423,"오늘부터 국제, 국내선 구분없이 인터넷으로 발권한 승객은 인천과 김포공항에서 부칠 짐이 없을 경우 항공사 카운터를 거치지 않고 바로 출국할 수 있습니다. 전자 확인시스템을 통한 확인 절차만 거치면 됩니다. http://bit.ly/13SBUhg "
1424,인터넷으로 발권한 승객은 부칠 짐이 없으면 이제부터 인천 김포공항에서는 항공사 카운터를 거치지 않고 바로 출국할 수 있다. http://huff.to/1AMKI2w  pic.twitter.com/KMmj3lmwy8
1425,"어느 항공사 직원이 찍은 엄청난 셀카사진(사진) ""100개의 좌석에서 찍은 100장의 셀카를 모았다."" http://huff.to/1wqZSv1  pic.twitter.com/dPWjXGGUQH"
1426,[취항소식] 18일부터 제주항공은 인천과 하노이 노선을 매일 운항합니다. http://bit.ly/1zyeisH   인천-하노이 노선은 총 5개 항공사가 주 56회 운항 하게 됐습니다. 
1427,국민들께 여론조사로 한번 물어보고 싶디.130여석의 제1야당 대표가 청탁 뇌물을 받아먹고 직접적 사과조차 않는게 나쁜가.아니면 항공사 자녀 막장짓이 더 나쁜가? 선택은 자유나.후자는 새벽부터 방송 끝날때 까지 떠들고 전자는 단신처리한다.이게 정상인가!
1428,"홍콩 익스프레스, 홍콩-서울 편도 5만3100원 http://i.wik.im/200653  by @divergent327 홍콩 항공사가 진행하는 크리스마스 맞이 세일 프로모션입니다. #홍콩익스프레스"
1429,"정규재 선생의 대한항공 비판, 정확합니다. 조현아 하나의문제가 아니라 대한항공 오너와 직원 전체가 난장판, 즉 대한항공은 절대 이용할 수 없는 위험한 항공사란 시각입니다 http://sookut.com/880118893441 "
1430,"체코항공이 체코의 국적 항공사이기는 하지만, 최대주주는 대한항공이죠. 대한항공 (44%), 트래블서비스 (34%), 체코아에로홀딩스 (19.74%) 순이죠. 이번에 경악한 체코 친구들이 많았던 이유죠. 아는 사람들은 다 아는 이야기죠."
1431,안전 메뉴얼보다 기내식 서비스 메뉴얼을 더 중시하는 오너의 전횡이 통용되는 항공사에서 안전이 과연 담보될 수 있을지 우려하지 않을 수 없습니다. 당국의 엄정한 조사와 의법 처리 지켜볼 것입니다. http://www.minsim.or.kr/?p=2045#go1 
1432,"대한항공은 자신들이 항공기 안전을 별로 심각하게 생각하지 않는 항공사라는 이미지가 고착되는 걸 별로 두려워하지 않는 건가. 도대체 무슨 배짱이지.

후진 거리가 ""10미터도 안 됐다""라. 그게 안전불감증이야. 규정 없인 5cm도 이동하면 안 된다고."
1433,한진그룹의 또다른 항공사 '진에어' 조씨네 셋째딸...이년도 막상막하네요.. 돈과 권력이 쓰레기 인간을 만드네요.  http://www.todayhumor.co.kr/board/view.php?table=bestofbest&no=188921  
1434,"지난주에 항공사 지인분께서 등을 토닥이시며 전해주신 말 ""시작이 실천이다"".아직 두달이나 남았기때문에 늦었다고 생각하는 것들을 돌아봐야겠다. pic.twitter.com/ORGbvD0S02"
1435,기체 결함 규정 무시 등 국내 항공사 안전불감증 심각. 기체 결함으로 회항하는 일이 자주 일어나고 안전규정을 무시하는 조종사들도 적지 않은 것으로 확인. http://bit.ly/1wDQzod  pic.twitter.com/2w1TE4Fcyb
1436,"[항공기 결함 3년간 140여 건 대한항공이 최다] 지난 3년간 국내 항공사 비행기에 140여 건의 결함이 발생. 대한항공 64건, 아시아나 41건, 제주항공 14건 순.http://twr.kr/KQd2 "
1437,프랑크푸르트에 연착하는 바람에 바젤 가는 비행기를 놓치고 처량하게 항공사가 제공한 호텔에 머물며 맛없는 저녁을 먹었다. 인생에서 사람 힘으로 좌우할 수 있는 게 흔치 않음. 그래서 내 의지대로 결정할 수 있는 모든 기회를 소홀히 여겨선 안 되는 거임.
1438,"이시아나 간부나 항공사 수화물 사고 관련지식 해박한분.  아니면 이와관련 소송하려는데 변호사님이나 언론인 지인소개부탁드립니다.
참다가 도저히 태도가 글러먹은 담당자땜에 화가나서 안되겠네요"
1439,9/14 밤부터 15일낮 시간까지 도쿄에서 의상이나 신발 악세서리 영수증 가지고 계신분??? 금액은 얼마든지 상관없음. 항공사 가 내 캐리어를 상해로 보냈는데 그래서 발생한 피해보상에 대해 영수증을 증거로 요구하네요. 그때 챙기지 못해서 부탁드립니다.
1440,"나는 수집한다, 고로 창조한다

 세상 사람 셋 중에 하나는 수집가 라는 말도 있을 만큼 수집의 종류는 무수하다. 호텔의 객실 문고리에 걸어두는  방해하지 마시오 라는 팻말만 모으는 사람, 각 항공사... http://fb.me/6MGi4k6HE "
1441,"항공사들, 수익 줄이는 마일리지 런(Mileage Run)과의 싸움 http://wp.me/p4IEZZ-7kX "
1442,"[Sultan2Joy] #2 Where Is My F*cking Bag?
글래스톤베리 두 번째 에피소드. 항공사 의상 분실로 또다른 공연이었던 베를린을 몇시간 누빈 사연. 고향 가는 길 자나깨나 짐 조심!"
1443,수술은 어제 받을예정이었 는데 미국은 의 료민영화로 수술이1억 가꺼이 든다길래 내읿비행기로한굯서수술합니다 병원징 단서를 항공사애보내주니 다행 히 표는바로 구하 수있었습니다.사실손상태는 생각보다안좋습닉다만 반녕정도 재활하면 다핼 히감각은 돌아온가합니 다
1444,"주문한다. 그렇게 여러번 전화하다보면, 나보도 여행사 직원이냐는등의 말을 하면서 살살돌리다. 결국 저렴한 가격에 끊을 수 있게 되는데..끝까지 항공사에서 협조를 안해줄경우에는 큰 여행사에 문의해서 가격대를 맞춰서 예약해달라고 하면 백발박중"
1445,"나의 항공권 저렴하게 끊는 노하우를 공유하자면 ITA 매트릭스 인데, 항공사 자사의 홈페이지를 비교하여 금액을 뽑아준다. 어떤 웹사이트는 비슷한 금액이 나오기도 하고 아니기도한다. 그럴떄는 ITA에서나오는 부킹코드를 정해서 이 코드로 확인해달라고"
1446,연 490억원 수요의 삼성전자의 출장전담 항공사 첫 선정을 앞두고 입찰업체들이 벙어리 냉가슴을 앓고 있다네요. 선정돼도 마냥 좋아할 수 없는 속사정이 있군요. http://goo.gl/yv2Z5h 
1447,일본 도쿄 상공에서 우리 국적 여객기가 다른 국적 여객기와 공중 충돌할 위기를 모면한 것으로 밝혀졌습니다. 이에대해 에어부산 항공사 측은 나리타공항 관제센터 측의 관제 실수가 명백하다고 해명했습니다. http://bit.ly/1uRhFbe 
1448,"항공사와 편명, 날짜를 입력하면 해당하는 항공기의 좋은 좌석을 알려주는 사이트 http://www.seatguru.com/ "
1449," 제주항공 페이스북 오픈 1000일! 추카추카 이벤트 

2014년 8월 4일 382,364 명의 팬이 좋아하는 제주항공 페이스북!
국내 항공사 페이스북 중 최다 팬 수를 자랑하는 제주항공 페이스북이 팬... http://fb.me/6owFfoJCh "
1450,"이스라엘군, 팔레스타인 가자지구 공습 15일째 현재까지 집계된 희생자 600여 명. 부상자는 수천 명에  달해. 팔레스타인 난민들은 현재 가자지구 69곳의 학교에 분산돼 있는 것으로 알려져. 한편 미 유럽 항공사, 이스라엘 노선 운항 중단 결정."
1451,"만약 짐을 많이 가지고 비행기를 탈 계획이라면, 항공사를 잘 고르는 게 좋겠다. 항공사별로 초과요금이 6배나 차이 나는 것으로 나타났다. http://huff.to/1rsZSZv  pic.twitter.com/aBAxZ5GgRi"
1452,"<올해 최고의 항공사는?> 
 어느 항공사일까요?  캐세이퍼시픽항공이 올해 최고의 항공사로 선정됐습니다.  
http://w3.sbs.co.kr/news/newsEndPage.do?news_id=N1002490190   pic.twitter.com/qTkA1fTWbH"
1453,"연착으로 짜증난 승객들을 위해 어떤 기장이 사비를 털어가며 재치를 발휘.

""우리 항공사는 미국에서 가장 값싼 항공사지만 난 값 싼 기장이 아닙니다  ""막 여러분들을 위해 피자를 주문했습니다"" 푸하~유쾌해 pic.twitter.com/tcQVsAwW3h"
1454,항공사 유류할증료 감추는 '꼼수' 사라진다 항공권이나 항공권 포함 여행상품의 가격을 유류할증료 공항이용료 등을 포함한 총액운임으로 표시하도록 하는 항공법 시행령 개정안이 15일부터 시행 (국토교통부) http://w3.sbs.co.kr/news/newsEndPage.do?news_id=N1002475610  
1455,"-_- 서울행이 걱정되어 항공사에 전화를 걸어 '이번 올라오고 있는 너구리때문에 항공가능여부 문의드려요""하고 말하고 반대편도, 나도 웃음을 참고.. 아-"
1456,"요즘 아시아나 비행기 지연과 결항을 자주 반복적으로 하고있다. 안내 데스크의 직원에게 항의성 이야기를 하니 다른 항공사도 마찬가지라고 이야기 한다. 내가 오늘 본 보딩 현황판에 지연 되는 것은 아시아니와 제주, 부산항공 등 군소항공 뿐인데 ~쩝!"
1457,오늘새벽 1시쯤 중국 장사공항에서 인천공항으로 출발해야 할 동방항공여객기 MU 2023편이 9시간가량 지연돼 승객 100여명이 불편을 겪었습니다. 승객들은 항공사측이 충분한사과와 설명이 없었다며 항의했습니다. http://bit.ly/TVerGB 
1458,"<Air France를 타면 안 되는 25가지 이유> Air France는 전 세계에서 여전히 원숭이를 죽음의 실험실로 운반하는 유일한 주요 항공사로, 매년 10,000마리 이상의 원숭이가 미국의 실험실로... http://dw.am/L1kQIp "
1459,영국 항공사가 승객의 기분에 따라 색이 바뀌는 기내 담요를 선보였습니다. http://bit.ly/1otGzvq 
1460,.@YTN24 정신 좀 차립시다. 팬암 항공사가 뭔지는 압니까? http://en.wikipedia.org/wiki/Pan_Am_Flight_151  
1461, @YTN24: 남아프리카공화국에서 승객 39명을 태우고 뉴욕으로 향하던 미국 팬암항공사 여객기가 라이베리아에서 실종됐다고 현지 언론이 보도했습니다. http://is.gd/c6TbRh   팬암보도    23년 전에 폐업한 항공사가 지금 실종됨!
1462,24시간 동안 중동을 가르는 비행기의 궤적... 보기는 아름다우나 전세계항공사들에 의한 지구공기오염 너무심각. 유엔차원의 신속한 접근필요. 지구온난화 원인중의 하나로 추정.  http://durl.me/73kbrq 
1463,베트남의 저가 항공사가 실수로 탑승객들을 목적지와 다른 공항에 내려주는 황당한 사고가 발생했습니다. 
1464,저가 항공사의 약자를 뜻하는 LLC는 로리콘이라는 약자입니다.
1465,## <브라질 월드컵. 현장에서> '축구의 나라' 브라질의 항공사 GOL. 영어의 GOAL. 
1466,"국토부, 아시아나 사이판 노선 일주일 운항정지 : 항공사고가 아닌 규정 위반으로 항공사가 운항을 정지당하는 것은 이번이 처음...수십억원 손실 예상 http://yna.kr/mkRoUKbDAOw?input=http://www.twitter.com  "
1467,"[제주항공, 2014 고객사랑 브랜드대상 수상]

팬 여러분, 축하해주세요!
중앙일보 이코노미스트에서 주관하는 '2014 고객사랑 브랜드 대상' 에서 제주항공이 저비용 항공사 부문 대상을 수상하는 쾌거를... http://fb.me/6D6CHCkEy "
1468,델타항공강추.한국출발이면 한국말로 서비스 해주는게 당연하다 생각했고 한국산 물품을 썼으며 음식도 매번 한식이 포함됐었고 모니터도 아주 다양했고 한국항공사들 젊고 이쁜 아가씨들 보기 안쓰러운데 델타는 노련하고 젊잖았다.또 마일리지가 대한항공으로 연계된다
1469,장애인 승객이 페북으로 공개한 '진에어 서약서' http://i.wik.im/171884  by @hong0009 @JINAIR_LJ 당시 항공사로부터 서약서 작성을 요구받은 변재원씨가 서약서를 촬영한 사진입니다 pic.twitter.com/SpmJniWBdN
1470,"휠체어를 탄 장애인 탑승객에게만 서약서를 쓰게 한 항공사가 공개돼 장애인 차별 논란이 일고 있다.
'당신에게 장애가 있다면 탑승전 서약서를 쓰셔야 합니다.' - 진에어  http://goo.gl/mIwFPS "
1471,장애인 차별했다는 '진에어'! 다리가 불편해 지팡이 짚는 청년에게 항공사측이 휠체어를 제공해줘 기분좋았는데...승객 300명중 유일하게 항송사 무책임을 서약토록해 부글부글! 
1472,"본인과실로 항공표를 날려먹고, 항공사 욕을 하는 네이버 블로거지가 있군요. 안타깝습니다. 국제선은 LCC든 아니든 최소 2~3시간 전에 도착하는게 맞는데 말이죠! http://blog.naver.com/diekatze4444/110189508741  "
1473,"아부다비의 Etihad라는 항공사에서 만든 The Residence라는 최고급 객실. 작은 고급아파트, 아니면 호텔스위트룸을 기내로 옮겨놓은 것 같은 느낌.

http://www.youtube.com/watch?v=UEhl8GyXfBY   중동의 오일부자들이 타게될듯..."
1474,아시아나 대한항공 등 7개 항공사는 세월호참사에 따른 불안으로 학생단체항공권을 취소할 경우 이달말까지 국내 전 노선에 걸쳐 수수료를 받지 않습니다. 이스타항공도 학생 단체예약 취소수수료를 면제해주기로 했습니다. 
1475,"<세월호 침몰> 7개 항공사, 수학여행 취소로 인한 환불수수료 면제."
1476,"윗선의 지시를 어기면 곤란한 위계적 조직 체계가 전문가의 손과 발을 묶는다. 한국이 심하고, 한국어 특성이 더욱 그렇게 하도록 부추기는 경향이 있어 모 항공사는 운항 중 조종실 내에서 영어만 쓰도록 강제한다 한다."
1477,"트위터로 어메리칸 에얼라인 항공사에 테러 위협 장난을 해서 체포된 네덜란드의 14세 소녀가 신고 들어간 후 당황해서 한 트윗들이 웃김. 가장 웃긴건 이거: ""혹시 몰라서 FBI 트위터 블락했다"" http://i.imgur.com/Eva596u.png "
1478,"성수기엔 못쓰는 항공사 마일리지, 주말엔 못쓰는 영화관 포인트. 마일리지는 '무상 서비스'가 아니라 쓰고 싶을 때 쓰는 '소비자 권리'로 봐야죠. http://goo.gl/bYZ267  pic.twitter.com/2cjaLwSPOC"
1479,2. 피피와 있는게 너무 행복했기에 피피를 데려오고 싶기도 했다. 그러나 문의했던 국내선 항공사들은 모두 애완동물을 태울수 없다는 답변을 해왔고 그럼 이틀동안 버스를 타고 다르로 가야했다. 다르에서 항체가 생기는 한달여를 매여있거나 가둬져 있어야했다.
1480,"말레이시아 항공 여객기가 실종된지 열흘째입니다.수색작업은 카자흐스탄에서 인도양 남쪽까지 확대됐지만 어떤 단서도 발견되지 않고 있습니다.항공사, 말레이시아 당국의 초동 대처에 대한 비난이 커지고 있습니다.http://is.gd/FWCElg "
1481,어젯밤 인천공항을 출발해 필리핀으로 향하던 항공기가 엔진 이상으로 회항하면서 승객 170여명이 큰 불편을 겪었습니다. 항공사측은 조류가 엔진과 충돌하는 '버드스트라이크'로 인해 이상이 발생했다고 해명했습니다. http://bit.ly/1iQ7fSU 
1482,"스타얼라이언스(@staralliance) 골드 회원이 되시면 스타얼라이언스 제휴항공사 이용시 다양한 혜택을 받으실 수 있다는 점, 알고 계신가요? http://bitly.com/1nzpj70 "
1483,"239명 탑승 말레이시아 항공 여객기 연락두절: 239명이 탑승한 말레이시아 항공 여객기가 중국 베이징으로 가던 중 연락이 두절됐다고 항공사가 8일 밝혔다.
    말레이... "
1484,강우일 주교는  김수환 추기경이 출타하실때 비서가 항공사에 김수환 추기경 예약확인을 부탁했다. 항공사 직원이 김수환씨는 있는데  추기경씨는 없다고 답했다 며  염추기경도 너무 유명해지지 마시고 길에서 사람들이 못알아보는 복을 받으시길 바란다 고 말했다
1485,아시아나항공이 저비용 항공사의 공세에 대해 적극적인 대응에 나섭니다. 아시아나항공은 다음 달 초부터 승객이 항공권을 일찍 구매하면 대폭 할인해주는 '얼리버드' 프로모션을 시작할 계획이라고 밝혔습니다. http://is.gd/4HcYFP 
1486,"비행기 타는 동안 어쩔 수 없이 꺼둬야 했던 휴대용 전자기기, 이제 대한항공, 아시아나항공, 진에어 3개 항공사를 이용할 때는 휴대용 전자기기 사용이 가능합니다. http://korealand.tistory.com/2999 "
1487,"모레부터 비행기 이착륙 때도 전자기기 사용 다음달 1일부터 대한항공, 아시아나항공, 진에어 등 3개 항공사 비행기를 타면 이착륙 때도 휴대용 전자기기를 사용할 수 있어 음성통화나 문자메시지 데이터 송수신은 여전히 금지돼"
1488,해외여행 갈 때 항공권이 상대적으로 싼 외국계 저비용항공사 이용하는 분들 많으실텐데요. 이용객이 증가하면서 소비자피해도 급증하고 있습니다. 일부 항공사는 피해처리를 전담하는 국내지사조차 없는것으로 조사됐습니다. http://me2.do/xjKP6dEk 
1489,"대한항공 등 국내 대형 항공사에 대해 소비자가 불만족하는 점은 항공료인것으로 나타났습니다. 시장조사전문기관 조사 결과, 대형 항공사에 대한 불만족 요인으로 61.7%가 항공요금이 저렴하지않다는 점을 꼽았습니다. http://bit.ly/1cm5OaY "
1490,"이상한 공항에서 너를 만났어
받침 몇 개가 전부인 곳

나는 방금까지 서 있던 바닥을 빼서
네 앞에 놓아주고
우린 사선으로 혹은 지그재그로 걸었다
곧바로 무너져내리는 허공을
_임현정  무중력 항공사   꼭 같이 사는 것처럼 "
1491,"네덜란드 항공사 KLM, 최초로 페이스북과 트위터로 예약과 결제까지 할 수 있게 해. 메시지만 보내면 연결 경로 전달. http://f-st.co/F3Z7F6Z "
1492,## 항공사 측은 '원하는 승객한테 밤 8시대 대한항공 또는 아시아나 편을 타게끔 해주고 20만 원 씩 보상한다는 입장을 밝혔다'는 내용입니다.
1493,2012년 항공사 영업이익률 Top 5 : 1위 에어아시아 22.6% / 2위 파나마의 코파항공 17.9% / 3위 일본항공 15.8% / 4위 라이언에어 14.7% / 5위 UPS항공 14.2%
1494,"항공사 매출순위 TOP 10('12년, 억불) 루프트한자 388, 유나이티드-콘티넨탈 371, 델타 366, 에어프랑스-KLM 330, 페덱스 271, 6)AA 248, 영국항공-이베리아 233, 에미레이트 211, ANA 178, 사우스웨스트 170"
1495,"스위스, 대한항공 등 11개 항공사에 128억여원 벌금 : 지난 2000~2005년 일부 항공사들이 미국으로 가는 항공화물의 요금, 연료 할증비, 전쟁위험 부담금, 세관 통과비용, 커미션 등 담합 행위 적발 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20140110185700088&source=http://www.twitter.com  "
1496,"[2014. 1. 1부터 변경된 항공기 반입금지물품안내] 대한민국 공항에서 적용되는 기준이며, 목적지가 외국일 경우에는 해당국의 추가 금지물품이 있는지 항공사 또는 여행사로 확인하시기 바랍니다. http://twitpic.com/dr1or9 "
1497,"""여행사 유류할증료 비싸다 했더니..."" http://i.wik.im/152070  by @ctvkorea_com @ctvkorea 항공사가 고시한 유류할증료와 항공세 금액보다 더 많은 요금을 받아온 국내 온라인 여행사들이 무더기로 적발됐습니다."
1498,"내년 봄 항공료 26,000원으로 제주도로 떠나실 분들, 손!
국내 저가 항공사인 티웨이항공이 대구-제주 노선 예약 오픈을 기념해 특가 이벤트를 진행합니다*_* http://on.fb.me/1kUnkGV  pic.twitter.com/IMFaml4gHY"
1499,저비용 항공사 최초로 괌을 취항한 진에어는 인천-괌 노선을 하루 몇 회 운항할까요??(왕복기준)^ ^ 이벤트 참여하고 진에어타고 괌으로 떠날 기회를 잡아보세요(기간:~29일 ) 이벤트참여하기  http://bit.ly/1bSUo2G 
1500,"캐나다 웨스트젯 항공사의 놀라운 크리스마스 이벤트. 산타가 탑승 게이트에서 원하는 크리스마스 선물을 물어본 후 비행 시간 동안 직원들이 해당 선물을 사서 도착할 때 준다는 엄청난 기획. 과연 그 결말은?

https://www.facebook.com/photo.php?v=741055085922854  "
1501,이정도는 돼야 고객감동이라고.. @searcherJ: WestJet항공사의 크리스마스 이벤트인데 아이디어도 좋고 크리스마스의 따뜻한 기분이 느껴지는 것도 좋다. (http://youtu.be/zIEIvi2MuEk  
1502,"중-미가 방공식별구역에 서로 군용 전투기를 출격시키는 중에도 미국은 자국민 안전을 고려해 민간항공사에 대해서는 '중국에 비행계획을 제출하라'고 하는데, 우리 국토부는 '제출말라'고 항공사에 지침을 내렸단다. 민간항공기를 놓고 위험한 도박을 할 참인가?"
1503,"대한항공이 선보이는 세계 최고급 샴페인, 페리에-주에가 일등석 및 프레스티지석에서 제공됩니다^^ 명품 항공사로 거듭나기 위한 최고급 서비스, 기대해주세요 기사 보기 >> http://me2.do/G4B88wKK "
1504,소셜을 활용해 매출을 700% 신장시킨 항공사 KLM http://bit.ly/1fkwHll 
1505,"북극항로를 이용해 미주 노선을 운항하는 항공사들이 승객들이 노출되는 우주방사선량을 공개키로 했습니다. 대한항공은 지난달부터 홈페이지에 방사선량을 공개하고 있고, 아시아나도 18일부터 공개할 예정입니다.  http://goo.gl/zgo7qi "
1506,"항공, 여행, 관광에 종사중인 분들 알아두면 좋을 10 Aviation Trends. 항공사 수익 효자제도가 Bag fee군요. 여성 파일럿에 대한 조사결과도 흥미롭네요 http://flip.it/8xHfB "
1507,2백만 마일 비행거리 돌파하면 사은품 안 주냐고 항공사분한테 또 농담 거니까 3백만 돌파한 분도 많다고....흑~~~~인생 사는데 그저 침묵이 제일인 거 같아요
1508,"일본의 기내식 모음 사이트도 있어요. 이미지 퀄리티는 여기가 더 좋은 듯 해요. 일본어를 몰라도 옆의 항공사코드를 보고 확인할 수 있죠. 대한항공 KE, 아시아나 OZ http://www.kinaishoku.com/ "
1509,"블랙야크 회장, 항공사 용역직원에  신문지 폭행 

유명 의류업체인 블랙야크 강태선 회장이 항공기 탑승을 못하게 되자 항공사 용역 직원에게 신문지를 집어 던지며 때린 사실이 뒤늦게 알려져 물의를 빚고 있다 "
1510,"블랙야크 회장, 항공사 용역직원에 '신문지 폭행'  http://durl.me/5wxvxi  라면상무.빵회장에 이어 신문지 회장님 등장."
1511,"블랙야크 강태선 회장, 항공사 직원 폭행 물의 http://goo.gl/sHvfF8  라면 상무 이어 이번엔 신문지 회장'...아직도 갑들이 육갑하고 있는가."
1512,유명 등산복 업체인 블랙야크 강태선 회장이 항공사 용역 직원을 때려 물의를 빚고 있습니다. 항공사 쪽은 사건을 덮기에 급급했다고 합니다. 
1513,"아시아나항공, 모 의류업체 회장 A씨는 지난 27일 오후 김포공항 국내선 탑승구에서 탑승 시각에 늦어 비행기를 탈 수 없게 되자 항공사 용역직원인 30대 남성에게 욕설하고 신문지로 때려."
1514,"그놈이 불랙야크 회장? 불매불매불매!!! ""@wonyong58: 블랙야크 회장, 항공사 직원 폭행..""불매운동?"" | 미디어다음 http://durl.me/5wumrz """
1515,항공사 직원 폭행 사건 주인공이 블랙야크 강태선이라고.
1516,"강태선 블랙야크 회장이 항공사 용역 직원을 폭행한 사실이 알려지면서 물의를 빚고 있습니다.
http://j.mp/1bUxFTG "
1517,유명 의류업체 회장이 항공사 직원 폭행 지난 27일 김포공항 탑승구에서 한 의류업체 회장이 탑승 시간에 늦어 비행기 못 타자 항공사 직원에 항의 하며 신문지로 직원 얼굴 때려 http://bit.ly/16CyuiV 
1518,"미국 항공사들이 심지어 들고 타는 짐에도 별도의 요금을 부과하기 시작하자, 가방 대신 쓸 수 있는 큰 주머니가 잔뜩 달린 옷이 나왔네요. http://on.mash.to/1bBGkdi  via @mashable"
1519,오비탈 사이언스가 SpaceX에 이어 민간우주항공사로 두번째로 ISS로 로켓을 발사하는데 성공. 미국은 민간우주항공의 시대로 들어가네요 - http://goo.gl/wFuD5b 
1520,"저가 항공사의 주말, 성수기 요금이 대형 항공사와 비슷한 것으로 나타났습니다.  http://goo.gl/qPPzHj "
1521,'소비자 불만 높은 항공사 랭킹' 인포그래픽 http://i.wik.im/138526  by @visualdivenews 작년 6월부터 올해 6월까지 한국소비자원 피해접수 기준을 토대로 만든 인포그래픽입니다. pic.twitter.com/DGgaJ7bSIf
1522,"""트위터로 거대 항공사 이겼다"" http://i.wik.im/136689  by @nanamjmj 한 트위터 이용자가 거대 항공사를 상대로 사과를 받아 냈습니다. #트위터"
1523,최고의 여행이란 항공사의 고급클래스나 호텔의 호사스러움으로 결정되는게 아니라 여행지에서 만난 사람들과의 추억으로 만들어지죠.
1524,"@national_boy 자까님, 사실상 제 출장/휴가를 위한 1인 여행사를 부업으로 하고 있는 제가 쓰는 툴 중에 http://Tripit.com 이란게 있는데 공짜에요. 항공사/호텔등 예약확인메일을 포워드해주면 지가 알아서 차곡차곡 파일링."
1525,중국 항공사들이 파격적인 조건을 앞세워 항공업계에서 선임 조종사를 거의 '싹쓸이'하고 있어 전 세계적으로 조종사 부족 사태가 발생하고 있다고 월스트리트저널(WSJ) 23일(현지시간) 보도.
1526,소비자 불만 높은 항공사는 어디? http://bit.ly/16xYBUi  최근 2년간 항공서비스 관련한 소비자불만이 가장 많은 항공사는  피치항공   루프트한자   에어아시아엑스  등의 순으로 나타났다.
1527,핀에어의 기내잡지인 Blue wings 8월 21일에 발행된 잡지에 동해가 단독 표기 된 것을 확인했습니다 항공사 잡지사에서 동해를 단독 표기한 것은 세계 최초입니다   http://bit.ly/1f3uSnV 
1528,미국 저가 항공사인 JetBlue는 8년 연속 북미 내 고객만족도 1위 항공사 자리를 지키고 있습니다. 그리고 그 기반에는 서비스디자인을 통한 여행 전반의 기분 좋은 경험이 자리를 잡고 있습니다. http://story.pxd.co.kr/769 
1529,"[탑승시 깜빡하고 마일리지 적립을 잊으셨다면?] 사전에 아시아나항공 회원에 가입되어 있으시다면, 탑승일로부터 1년 이내(일부 제휴항공사는 6개월 이내)에 누락 마일리지 적립을 신청하세요.  http://j.mp/n0vMSg "
1530,"필리핀서 발묶인 관광객 임시항공기로 1천400명 수송 : 제스트항공 사태에 한국 필리핀 항공사들 임시 항공편 대거 투입키로.
http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20130819061151003%26source=http://www.twitter.com  "
1531,"저가 항공사 '제스트 항공', 안전규정 위반 자격 정지 필리핀 저가 항공사인 제스트항공이 안전규정 등을 위반해 항공사 자격 정지, 항공기가 모두 결항되면서 현지에서 발이 묶인 승객들도 있어 http://fb.me/2jYopTKQG "
1532,핀란드 국적기인 핀에어 항공사 기내잡지인 블루윙스에서 앞으로 동해를 표기하겠다고 연락이 왔습니다! 핀에어는 1923년에 설립되었으며 우리나라와 유럽내 도시 50곳을 잇는 대형 항공사입니다  http://bit.ly/1d2jElx 
1533,"반나절 전에 스티브 바이가 대한항공이 기타를 부숴먹었다고 https://twitter.com/capcold/status/363036288330379264   페북에 올린 바 있었는데, 방금 https://twitter.com/NudeModel/status/363173131969511425   그게 다른 항공사였다는 보도가 등장."
1534,"최근 페이게이트하고 현대카드 Active-x로 붙고있을때 우리나라 항공사 사이트가 외국인은 그냥 결제까지 된다 하길래. 혹시나 언어를 영어로 바꾸고 했더니...
    맥에서 그냥 된다. 이
나(기원태)의 글
https://fanme.so/HKRg4B "
1535,최고의 여행이란 항공사의 고급클래스나 호텔의 호사스러움으로 결정되는게 아니라 여행지에서 만난 사람들과의 추억으로 만들어지죠.
1536,아시아나 사고기 동일 기종 `보잉 777' 또 비상착륙 : 파키스탄 항공사 여객기 엔진 고장으로 러시아 공항에 불시착 http://app.yonhapnews.co.kr/Yna/Basic/SNS/r.aspx?c=AKR20130722133800080&source=http://www.twitter.com  
1537,"아시아나 항공사는 사고와 상관없이 샌프란시스코 방송사를 인종차별적 발언으로 고소하여도 무방하다고 본다.특히나,이렇게 비극적인 큰 사고를 아직 복잡한 원인도 밝혀지지 않은 상태에서 기장들의 실수로 몰아버린데다가,인종차별이 분명한 이름으로 장난친것을!!!"
1538,국토부도 언론관계 미디어브리핑으로 투명하게 하고 NTSB처럼 만천하에 공개하기실 권장. 그리고 행정관료는 너무 나서지 마시고 철도항공사고조사위원회 최고 전문가가 나서야 할 것. 아시아나 자주이용하는 승객으로 항공사운영능력 및 감독체계에 큰 의구심 듬
1539,회사에서 내일 한국 출장간다고하니 다들 무슨 항공사 타냐고부터 물어본다. 내가 아시아나라고 하면 괜찮겠느냐고 걱정한다. 난 오히려 지금 아시아나만큼 안전한 항공편은 없다고 생각하는데... @Flyasiana
